"Tab id","Referer","Timestamp","Event","Element Id","X Path","Which","Extra Info"
"279","-","1626721719290","pageview","-","-","-","https://www.pucrs.br/|1440x3573"
"279","-","1626721719294","mouseover","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1/strong/1","1","-"
"279","-","1626721719294","mouseenter","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1/strong/1","1","-"
"279","-","1626721719302","mouseout","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1/strong/1","1",""
"279","-","1626721719302","mouseleave","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1/strong/1","1","-"
"279","-","1626721719302","mouseover","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1","1","-"
"279","-","1626721719302","mouseenter","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1","1","-"
"279","-","1626721719302","mousemove","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1","1","1303x32|1303x170"
"279","-","1626721719318","mouseout","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1","1",""
"279","-","1626721719319","mouseleave","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1","1","-"
"279","-","1626721719319","mouseover","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3","1","-"
"279","-","1626721719319","mouseenter","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3","1","-"
"279","-","1626721719319","mousemove","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3","1","1308x43|1308x181"
"279","-","1626721719350","DOMNodeInserted","-","/html/1/head/0/link/97","-","-"
"279","-","1626721719351","mouseout","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3","1",""
"279","-","1626721719351","mouseleave","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3","1","-"
"279","-","1626721719351","mouseover","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/1/a/0","1","-"
"279","-","1626721719351","mouseenter","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/1/a/0","1","-"
"279","-","1626721719351","mousemove","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/1/a/0","1","1312x63|1312x201"
"279","-","1626721719368","mouseout","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/1/a/0","1",""
"279","-","1626721719368","mouseleave","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/1/a/0","1","-"
"279","-","1626721719368","mouseover","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/3/a/0","1","-"
"279","-","1626721719368","mouseenter","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/3/a/0","1","-"
"279","-","1626721719368","mousemove","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/3/a/0","1","1308x122|1308x260"
"279","-","1626721719385","mouseout","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/3/a/0","1",""
"279","-","1626721719385","mouseleave","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/3/a/0","1","-"
"279","-","1626721719385","mouseover","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/5/a/0","1","-"
"279","-","1626721719385","mouseenter","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/5/a/0","1","-"
"279","-","1626721719386","mousemove","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/5/a/0","1","1299x142|1299x280"
"279","-","1626721719401","mouseout","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/5/a/0","1",""
"279","-","1626721719402","mouseleave","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/5/a/0","1","-"
"279","-","1626721719402","mouseover","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/7/a/0","1","-"
"279","-","1626721719402","mouseenter","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/7/a/0","1","-"
"279","-","1626721719402","mousemove","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/7/a/0","1","1271x179|1271x317"
"279","-","1626721719417","mousemove","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/7/a/0","1","1262x187|1262x325"
"279","-","1626721719435","mouseout","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/7/a/0","1",""
"279","-","1626721719435","mouseleave","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/7/a/0","1","-"
"279","-","1626721719435","mouseover","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/9/a/0","1","-"
"279","-","1626721719435","mouseenter","-","/html/1/body/2/header/5/section/1/section/1/div/3/div/3/ul/5/li/9/a/0","1","-"
