"Tab id","Referer","Timestamp","Event","Element Id","X Path","Which","Extra Info"
"281","-","1626722115604","pageview","-","-","-","https://www.pucrs.br/|1440x3573"
"281","-","1626722115607","mouseover","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1","1","-"
"281","-","1626722115607","mouseenter","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1","1","-"
"281","-","1626722115608","mousemove","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1","1","1303x0|1303x138"
"281","-","1626722115611","mousemove","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1","1","1308x3|1308x141"
"281","-","1626722115628","mouseout","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1","1",""
"281","-","1626722115628","mouseleave","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1","1","-"
"281","-","1626722115628","mouseover","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1/strong/1","1","-"
"281","-","1626722115628","mouseenter","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1/strong/1","1","-"
"281","-","1626722115629","mousemove","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1/strong/1","1","1318x9|1318x147"
"281","-","1626722115660","mouseout","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1/strong/1","1",""
"281","-","1626722115662","mouseleave","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1/strong/1","1","-"
"281","-","1626722115662","mouseover","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1","1","-"
"281","-","1626722115662","mouseenter","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1","1","-"
"281","-","1626722115662","mousemove","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1","1","1330x19|1330x157"
"281","-","1626722115664","DOMNodeInserted","-","/html/1/head/0/link/96","-","-"
"281","-","1626722115679","mouseout","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1","1",""
"281","-","1626722115679","mouseleave","-","/html/1/body/2/header/5/section/1/section/1/div/3/a/1","1","-"
"281","-","1626722115679","mouseover","sombra","/html/1/body/2/div/3","1","-"
"281","-","1626722115679","mouseenter","sombra","/html/1/body/2/div/3","1","-"
"281","-","1626722115679","mousemove","sombra","/html/1/body/2/div/3","1","1349x46|1349x184"
"281","-","1626722115680","mouseout","sombra","/html/1/body/2/div/3","1",""
"281","-","1626722115680","mouseleave","sombra","/html/1/body/2/div/3","1","-"
"281","-","1626722115680","mouseover","topo","/html/1/body/2/header/5","1","-"
"281","-","1626722115680","mouseenter","topo","/html/1/body/2/header/5","1","-"
"281","-","1626722115694","mousemove","topo","/html/1/body/2/header/5","1","1354x57|1354x195"
"281","-","1626722115711","mousemove","topo","/html/1/body/2/header/5","1","1360x83|1360x221"
"281","-","1626722115728","mousemove","topo","/html/1/body/2/header/5","1","1361x99|1361x237"
"281","-","1626722115744","mousemove","topo","/html/1/body/2/header/5","1","1362x131|1362x269"
"281","-","1626722115761","mousemove","topo","/html/1/body/2/header/5","1","1361x147|1361x285"
"281","-","1626722115777","mousemove","topo","/html/1/body/2/header/5","1","1358x161|1358x299"
"281","-","1626722115794","mousemove","topo","/html/1/body/2/header/5","1","1353x179|1353x317"
"281","-","1626722115810","mouseout","topo","/html/1/body/2/header/5","1",""
"281","-","1626722115810","mouseleave","topo","/html/1/body/2/header/5","1","-"
"281","-","1626722115811","mouseover","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","-"
"281","-","1626722115811","mouseenter","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","-"
"281","-","1626722115811","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1348x198|1348x336"
"281","-","1626722115827","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1346x206|1346x344"
"281","-","1626722115843","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1344x218|1344x356"
"281","-","1626722115860","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1344x220|1344x358"
"281","-","1626722115877","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1343x225|1343x363"
"281","-","1626722115893","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1343x228|1343x366"
"281","-","1626722115910","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1343x237|1343x375"
"281","-","1626722115927","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1343x240|1343x378"
"281","-","1626722115943","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1344x242|1344x380"
"281","-","1626722115960","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1346x247|1346x385"
"281","-","1626722115977","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1347x248|1347x386"
"281","-","1626722115994","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1349x251|1349x389"
"281","-","1626722116011","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1351x253|1351x391"
"281","-","1626722116027","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1352x253|1352x391"
"281","-","1626722116044","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1352x253|1352x391"
"281","-","1626722116061","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1353x254|1353x392"
"281","-","1626722116077","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1353x254|1353x392"
"281","-","1626722116093","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1354x254|1354x392"
"281","-","1626722116182","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1354x254|1354x392"
"281","-","1626722116194","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1353x255|1353x393"
"281","-","1626722116211","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1353x255|1353x393"
"281","-","1626722116228","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1351x255|1351x393"
"281","-","1626722116244","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1350x256|1350x394"
"281","-","1626722116261","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1349x257|1349x395"
"281","-","1626722116278","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1348x258|1348x396"
"281","-","1626722116294","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1346x260|1346x398"
"281","-","1626722116310","mousemove","-","/html/1/body/2/div/11/section/1/section/2/div/0/div/1/div/1","1","1345x262|1345x400"
